subscriber_id,email,first,last,age_band,subscribed_date,last_open_date,bounce_count,zip,household_id
S-00507,mark.milam@gmail.com,Mark,Milam,62_74,2024-05-14,2026-01-27,0,42001,H-0118
S-00508,rita.egerton@paducah.net,Rita,Egerton,62_74,2024-04-19,2026-02-10,0,42053,H-0127
S-00509,rupert.hargrove@bellsouth.net,Rupert,Hargrove,62_74,2023-06-14,2023-08-20,0,42003,H-0086
S-00510,harold.nunn@gmail.com,Harold,Nunn,under_40,2023-08-21,2026-06-03,0,42001,
S-00511,david.mcdaniel@gmail.com,David,McDaniel,40_61,2019-12-22,2021-01-05,0,42001,
S-00512,beatrice.draffen@gmail.com,Beatrice,Draffen,62_74,2026-02-08,2026-02-13,2,42001,H-0164
S-00513,mildred.fain@bellsouth.net,Mildred,Fain,62_74,2025-05-24,2026-04-25,0,42001,H-0069
S-00514,fay.ellington@gmail.com,Fay,Ellington,40_61,2022-05-09,2026-03-20,0,42001,
S-00515,buddy.dawson@bellsouth.net,Buddy,Dawson,under_40,2026-05-19,2026-08-20,0,42001,
S-00516,vernon.duvall@gmail.com,Vernon,Duvall,85_plus,2020-04-18,2024-02-28,0,42086,
S-00517,ruby.hollister@paducah.net,Ruby,Hollister,40_61,2025-10-10,2026-03-03,0,42003,
S-00518,willard.kegley@bellsouth.net,Willard,Kegley,75_84,2025-10-13,2026-07-15,0,42024,
S-00519,wilma.dill@gmail.com,Wilma,Dill,under_40,2023-03-25,2026-08-04,0,42003,
S-00520,linda.threlkeld@bellsouth.net,Linda,Threlkeld,under_40,2021-05-31,2025-11-22,0,42001,
S-00521,effie.bruce@bellsouth.net,Effie,Bruce,62_74,2020-06-11,2023-02-23,0,42024,H-0090
S-00522,marjorie.woodson@paducah.net,Marjorie,Woodson,75_84,2025-11-04,2026-10-14,0,42001,H-0189
S-00523,david.massie@paducah.net,David,Massie,40_61,2021-03-23,2022-09-29,3,42001,
S-00524,ethel.lassiter@gmail.com,Ethel,Lassiter,85_plus,2026-09-27,2026-10-18,0,42001,H-0143
S-00525,james.hendon@gmail.com,James,Hendon,under_40,2020-12-12,2023-06-29,0,42001,
S-00526,nancy.oxford@gmail.com,Nancy,Oxford,62_74,2020-03-04,2024-07-13,0,42001,H-0170
S-00527,lester.meade@paducah.net,Lester,Meade,40_61,2025-03-01,2026-04-27,0,42053,
S-00528,myrtle.thurman@paducah.net,Myrtle,Thurman,40_61,2023-06-18,2025-10-01,0,42001,
S-00529,odie.trimble@gmail.com,Odie,Trimble,62_74,2020-01-14,2024-07-31,0,42053,H-0130
S-00530,ada.overby@paducah.net,Ada,Overby,75_84,2024-03-15,2025-03-20,3,42001,H-0181
S-00531,nell.redmon@paducah.net,Nell,Redmon,62_74,2019-02-06,2024-05-22,0,42024,
S-00532,bobby.ormsby@gmail.com,Bobby,Ormsby,40_61,2021-12-08,2024-05-27,0,42053,
S-00533,lester.kegley@gmail.com,Lester,Kegley,under_40,2024-03-12,2026-02-22,0,42086,
S-00534,thomas.judkins@paducah.net,Thomas,Judkins,40_61,2025-01-19,2025-04-28,0,42001,
S-00535,gladys.nave@paducah.net,Gladys,Nave,62_74,2026-08-14,2026-09-15,0,42001,H-0105
S-00536,frank.duvall@gmail.com,Frank,Duvall,under_40,2019-09-15,2025-10-29,0,42001,
S-00537,cyrus.puckett@gmail.com,Cyrus,Puckett,40_61,2019-01-28,2026-10-07,0,42003,
S-00538,faye.jolley@bellsouth.net,Faye,Jolley,under_40,2023-05-27,2023-11-07,0,42001,
S-00539,joyce.sanger@paducah.net,Joyce,Sanger,62_74,2026-08-10,2026-09-12,0,42024,H-0088
S-00540,lester.halbrook@paducah.net,Lester,Halbrook,40_61,2024-05-10,2025-03-17,0,42003,
S-00541,edna.roark@paducah.net,Edna,Roark,under_40,2025-10-03,2026-01-29,0,42001,
S-00542,ida.prewitt@paducah.net,Ida,Prewitt,62_74,2019-05-22,2023-06-22,0,42003,
S-00543,dorothy.cissell@gmail.com,Dorothy,Cissell,62_74,2025-04-28,2025-12-02,0,42001,H-0249
S-00544,josie.cummings@gmail.com,Josie,Cummings,62_74,2025-11-23,2026-01-12,0,42003,H-0177
S-00545,curtis.yates@bellsouth.net,Curtis,Yates,40_61,2022-07-28,2025-07-02,2,42001,
S-00546,percy.kimbell@bellsouth.net,Percy,Kimbell,40_61,2022-04-10,2022-07-07,0,42001,
S-00547,marlene.hurst@bellsouth.net,Marlene,Hurst,62_74,2026-03-16,2026-08-19,0,42001,H-0068
S-00548,gerald.jolley@gmail.com,Gerald,Jolley,62_74,2023-10-07,2024-06-07,0,42003,H-0173
S-00549,winifred.boaz@bellsouth.net,Winifred,Boaz,40_61,2020-09-24,2023-07-20,0,42001,
S-00550,boyd.vickers@gmail.com,Boyd,Vickers,62_74,2021-01-18,2022-06-30,0,42001,
S-00551,mark.kilburn@paducah.net,Mark,Kilburn,85_plus,2026-05-24,2026-08-01,0,42053,H-0110
S-00552,grover.loveless@bellsouth.net,Grover,Loveless,40_61,2022-08-12,2025-04-14,0,42086,
S-00553,ernest.sowell@bellsouth.net,Ernest,Sowell,62_74,2021-02-17,2026-04-07,0,42001,H-0014
S-00554,retha.ratliff@bellsouth.net,Retha,Ratliff,62_74,2021-10-04,2023-12-02,0,42053,
S-00555,vernon.hargrove@bellsouth.net,Vernon,Hargrove,75_84,2021-10-04,2025-10-11,0,42001,
S-00556,curtis.wathen@paducah.net,Curtis,Wathen,under_40,2019-12-19,2024-07-06,0,42003,
S-00557,homer.doerr@bellsouth.net,Homer,Doerr,85_plus,2023-11-06,2026-10-24,0,42001,H-0059
S-00558,odessa.jolley@bellsouth.net,Odessa,Jolley,62_74,2024-03-20,2026-03-20,0,42001,H-0039
S-00559,wanda.gholson@gmail.com,Wanda,Gholson,under_40,2020-02-20,2025-01-31,0,42024,
S-00560,gladys.ridenour@paducah.net,Gladys,Ridenour,62_74,2021-06-03,2025-10-24,0,42001,H-0008
S-00561,roscoe.osteen@bellsouth.net,Roscoe,Osteen,62_74,2024-05-11,2024-07-25,0,42001,H-0027
S-00562,gerald.turnbow@gmail.com,Gerald,Turnbow,40_61,2020-02-13,2021-05-20,3,42003,
S-00563,elbert.hendon@bellsouth.net,Elbert,Hendon,under_40,2024-03-30,2026-03-31,0,42001,
S-00564,marlene.voss@paducah.net,Marlene,Voss,under_40,2019-12-07,2026-02-07,0,42001,
S-00565,otis.herndon@bellsouth.net,Otis,Herndon,75_84,2023-04-23,2025-08-04,0,42001,H-0184
S-00566,willard.loveless@paducah.net,Willard,Loveless,40_61,2022-08-03,2023-11-02,2,42003,
S-00567,josie.rainey@gmail.com,Josie,Rainey,85_plus,2021-06-29,2023-11-28,0,42086,H-0254
S-00568,ernest.dockery@paducah.net,Ernest,Dockery,75_84,2026-06-21,2026-09-27,1,42001,H-0147
S-00569,odessa.weatherford@bellsouth.net,Odessa,Weatherford,under_40,2021-11-16,2026-10-14,0,42003,
S-00570,delbert.fentress@gmail.com,Delbert,Fentress,40_61,2026-08-01,2026-09-06,0,42001,
S-00571,odessa.meacham@paducah.net,Odessa,Meacham,under_40,2025-09-17,2026-01-24,2,42001,
S-00572,thomas.grissom@paducah.net,Thomas,Grissom,40_61,2024-08-06,2026-01-29,0,42024,
S-00573,elmer.peel@bellsouth.net,Elmer,Peel,under_40,2022-06-18,2026-04-01,0,42003,
S-00574,denver.owings@gmail.com,Denver,Owings,62_74,2025-07-16,2025-09-16,0,42003,H-0051
S-00575,otho.jent@gmail.com,Otho,Jent,under_40,2026-07-07,2026-07-30,1,42053,
S-00576,rita.doerr@bellsouth.net,Rita,Doerr,75_84,2020-04-03,2026-06-19,0,42086,H-0227
S-00577,wayne.ratliff@bellsouth.net,Wayne,Ratliff,75_84,2021-04-30,2024-05-17,1,42024,H-0021
S-00578,ola.barclay@paducah.net,Ola,Barclay,under_40,2019-12-01,2020-01-31,0,42003,
S-00579,sandra.gooch@bellsouth.net,Sandra,Gooch,under_40,2025-03-16,2026-08-19,0,42001,
S-00580,delbert.norvell@paducah.net,Delbert,Norvell,62_74,2025-07-22,2026-05-06,0,42001,H-0215
S-00581,doris.ivy@bellsouth.net,Doris,Ivy,40_61,2022-05-20,2025-01-27,0,42053,
S-00582,sandra.eller@gmail.com,Sandra,Eller,62_74,2020-03-30,2023-06-08,0,42001,H-0153
S-00583,milton.owings@paducah.net,Milton,Owings,40_61,2019-09-10,2025-08-24,0,42003,
S-00584,jean.loveless@gmail.com,Jean,Loveless,under_40,2023-08-13,2026-01-04,0,42024,
S-00585,floyd.zumwalt@gmail.com,Floyd,Zumwalt,40_61,2021-07-07,2023-04-15,0,42003,
S-00586,marie.woodson@gmail.com,Marie,Woodson,75_84,2022-04-30,2023-06-15,0,42001,H-0186
S-00587,roy.jent@bellsouth.net,Roy,Jent,62_74,2022-10-15,2025-05-14,0,42086,H-0174
S-00588,kermit.ackerman@bellsouth.net,Kermit,Ackerman,62_74,2025-01-24,2025-12-11,0,42001,H-0061
S-00589,bobby.yeager@bellsouth.net,Bobby,Yeager,under_40,2019-04-11,2025-10-22,0,42001,
S-00590,sylvester.kilburn@bellsouth.net,Sylvester,Kilburn,under_40,2023-04-15,2024-07-12,0,42053,
S-00591,retha.weddle@bellsouth.net,Retha,Weddle,40_61,2021-09-03,2022-12-16,1,42001,
S-00592,peggy.prewitt@paducah.net,Peggy,Prewitt,75_84,2024-03-24,2025-01-17,0,42001,H-0165
S-00593,reginald.yeager@bellsouth.net,Reginald,Yeager,75_84,2020-02-25,2021-08-03,0,42086,H-0023
S-00594,judy.longmire@bellsouth.net,Judy,Longmire,62_74,2025-06-03,2025-11-17,0,42024,H-0007
S-00595,rufus.meacham@paducah.net,Rufus,Meacham,40_61,2022-01-06,2025-06-23,0,42024,
S-00596,estelle.layman@paducah.net,Estelle,Layman,under_40,2024-03-02,2026-02-01,0,42001,
S-00597,boyd.nally@bellsouth.net,Boyd,Nally,under_40,2021-09-04,2025-01-02,0,42003,
S-00598,wanda.loveless@bellsouth.net,Wanda,Loveless,under_40,2021-10-09,2026-08-31,0,42024,
S-00599,cyrus.vickers@gmail.com,Cyrus,Vickers,40_61,2025-06-02,2026-05-23,1,42001,
S-00600,lucille.prewitt@paducah.net,Lucille,Prewitt,under_40,2024-05-18,2025-11-25,0,42053,
S-00601,clyde.owings@bellsouth.net,Clyde,Owings,40_61,2025-03-08,2025-04-04,0,42053,
S-00602,roy.thurman@bellsouth.net,Roy,Thurman,62_74,2026-01-11,2026-08-24,0,42001,H-0047
S-00603,buford.ives@bellsouth.net,Buford,Ives,40_61,2026-05-19,2026-07-06,0,42001,
S-00604,beulah.grissom@bellsouth.net,Beulah,Grissom,85_plus,2022-05-27,2022-10-05,0,42024,H-0089
S-00605,herman.roark@bellsouth.net,Herman,Roark,under_40,2025-09-27,2025-09-30,1,42001,
S-00606,shirley.killebrew@paducah.net,Shirley,Killebrew,62_74,2023-05-05,2024-01-15,0,42001,H-0212
S-00607,charlotte.zumwalt@gmail.com,Charlotte,Zumwalt,40_61,2025-04-25,2025-05-11,0,42024,
S-00608,jimmy.gaskin@bellsouth.net,Jimmy,Gaskin,62_74,2021-05-14,2026-03-18,0,42086,H-0049
S-00609,franklin.turnbow@gmail.com,Franklin,Turnbow,40_61,2024-06-26,2026-03-17,0,42003,
S-00610,ethel.ingle@gmail.com,Ethel,Ingle,75_84,2025-03-31,2025-08-22,0,42003,H-0070
S-00611,mark.jolley@gmail.com,Mark,Jolley,40_61,2021-09-02,2025-11-14,0,42024,
S-00612,yvonne.layman@bellsouth.net,Yvonne,Layman,under_40,2024-05-14,2026-03-05,0,42003,
