id,channel_id,team_id,from_user_id,from_display_name,content,content_type,importance,created_date
mm_0512,mc_001,mt_001,courtney,Courtney Harper,Message content 512,text,normal,2026-09-08T20:00:00Z
mm_0513,mc_001,mt_001,natasha,Natasha Okonkwo,Message content 513,text,normal,2026-09-30T20:00:00Z
mm_0514,mc_001,mt_001,courtney,Natasha Okonkwo,Message content 514,text,normal,2026-07-12T20:00:00Z
mm_0515,mc_001,mt_001,natasha,Courtney Harper,Message content 515,text,normal,2026-10-07T20:00:00Z
mm_0516,mc_001,mt_001,natasha,Courtney Harper,Message content 516,text,normal,2026-09-16T20:00:00Z
mm_0517,mc_001,mt_001,natasha,Courtney Harper,Message content 517,text,normal,2026-08-23T20:00:00Z
mm_0518,mc_001,mt_001,denise,Denise Holt,Message content 518,text,normal,2026-08-25T20:00:00Z
mm_0519,mc_001,mt_001,denise,Natasha Okonkwo,Message content 519,text,normal,2026-08-11T20:00:00Z
mm_0520,mc_001,mt_001,natasha,Natasha Okonkwo,Message content 520,text,normal,2026-08-02T20:00:00Z
mm_0521,mc_001,mt_001,denise,Denise Holt,Message content 521,text,normal,2026-09-09T20:00:00Z
mm_0522,mc_001,mt_001,courtney,Denise Holt,Message content 522,text,normal,2026-08-30T20:00:00Z
mm_0523,mc_001,mt_001,denise,Denise Holt,Message content 523,text,normal,2026-09-04T20:00:00Z
mm_0524,mc_001,mt_001,natasha,Denise Holt,Message content 524,text,normal,2026-07-14T20:00:00Z
mm_0525,mc_001,mt_001,courtney,Courtney Harper,Message content 525,text,normal,2026-07-14T20:00:00Z
mm_0526,mc_001,mt_001,denise,Natasha Okonkwo,Message content 526,text,normal,2026-09-27T20:00:00Z
mm_0527,mc_001,mt_001,denise,Courtney Harper,Message content 527,text,normal,2026-09-12T20:00:00Z
mm_0528,mc_001,mt_001,natasha,Courtney Harper,Message content 528,text,normal,2026-10-07T20:00:00Z
mm_0529,mc_001,mt_001,natasha,Natasha Okonkwo,Message content 529,text,normal,2026-09-12T20:00:00Z
