employee_id,employee_name,entity_code,role,annual_salary_sek,bamboohr_present,skatteverket_tax_filing_present,badge_entries_last_180d,vpn_sessions_last_180d,gusto_present,hire_date,salary_bank_iban,forensic_flag
E-5403,Fredrik Sandberg,VG-SE1,HR Partner,652000,true,true,170,122,true,2021-06-23,SE89 3000 005404 0000 5404,
E-5404,Anna Nilsson,VG-SE1,Operations,619000,true,true,173,154,true,2017-05-22,SE89 3000 005405 0000 5405,
E-5405,Ida Karlsson,VG-SE11,Analyst,489000,true,true,134,114,true,2018-12-15,SE89 3000 005406 0000 5406,
E-5406,Johan Ekstrom,VG-SE11,Consultant,631000,true,true,152,133,true,2015-01-07,SE89 3000 005407 0000 5407,
E-5407,Leo Sandberg,VG-SE3,Sales,563000,true,true,176,132,true,2013-07-28,SE89 3000 005408 0000 5408,
E-5408,Josefin Eriksson,VG-SE6,Controller,771000,true,true,110,152,true,2013-10-26,SE89 3000 005409 0000 5409,
E-5409,Johanna Bengtsson,VG-SE7,Consultant,662000,true,true,103,115,true,2013-06-24,SE89 3000 005410 0000 5410,
E-5410,Anna Eriksson,VG-SE10,Analyst,566000,true,true,134,166,true,2017-11-21,SE89 3000 005411 0000 5411,
E-5411,Klara Hansson,VG-SE4,Engineer,768000,true,true,135,127,true,2023-03-09,SE89 3000 005412 0000 5412,
E-5412,Hugo Lindstrom,VG-SE7,Operations,521000,true,true,106,120,true,2021-08-17,SE89 3000 005413 0000 5413,
E-5413,Rikard Palmberg,VG-SE3,Analyst,543000,true,true,103,111,true,2018-06-21,SE89 3000 005414 0000 5414,
E-5414,Nils Bengtsson,VG-SE11,Analyst,577000,true,true,117,167,true,2013-06-19,SE89 3000 005415 0000 5415,
E-5415,Fredrik Larsson,VG-SE2,Product Manager,753000,true,true,160,178,true,2019-10-25,SE89 3000 005416 0000 5416,
E-5416,Cecilia Falk,VG-SE1,Product Manager,914000,true,true,151,182,true,2016-11-11,SE89 3000 005417 0000 5417,
