movement_id,value_date,entity_code,account_iban,counterparty_name,counterparty_iban,direction,amount_sek,currency,type,linked_ref,diversion_ref
BNK-004118,2024-07-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Boreal Nordic HB,SE-vendor-acct,debit,451959.0,SEK,vendor_payment,INV-004092,
BNK-004119,2024-10-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Boreal Nordic HB,SE-vendor-acct,debit,454058.0,SEK,vendor_payment,INV-004093,
BNK-004120,2025-01-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Boreal Nordic HB,SE-vendor-acct,debit,450649.0,SEK,vendor_payment,INV-004094,
BNK-004121,2025-04-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Boreal Nordic HB,SE-vendor-acct,debit,448374.0,SEK,vendor_payment,INV-004095,
BNK-004122,2025-07-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Boreal Nordic HB,SE-vendor-acct,debit,449143.0,SEK,vendor_payment,INV-004096,
BNK-004123,2025-10-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Boreal Nordic HB,SE-vendor-acct,debit,455649.0,SEK,vendor_payment,INV-004097,
BNK-004124,2022-01-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,152575.0,SEK,vendor_payment,INV-004098,
BNK-004125,2022-02-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,145231.0,SEK,vendor_payment,INV-004099,
BNK-004126,2022-03-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,151013.0,SEK,vendor_payment,INV-004100,
BNK-004127,2022-04-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,146806.0,SEK,vendor_payment,INV-004101,
BNK-004128,2022-05-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,152079.0,SEK,vendor_payment,INV-004102,
BNK-004129,2022-06-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,149686.0,SEK,vendor_payment,INV-004103,
BNK-004130,2022-07-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,146779.0,SEK,vendor_payment,INV-004104,
BNK-004131,2022-08-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,150024.0,SEK,vendor_payment,INV-004105,
BNK-004132,2022-09-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,149980.0,SEK,vendor_payment,INV-004106,
BNK-004133,2022-10-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,144859.0,SEK,vendor_payment,INV-004107,
BNK-004134,2022-11-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,148609.0,SEK,vendor_payment,INV-004108,
BNK-004135,2022-12-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,152549.0,SEK,vendor_payment,INV-004109,
BNK-004136,2023-01-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,151895.0,SEK,vendor_payment,INV-004110,
BNK-004137,2023-02-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,149008.0,SEK,vendor_payment,INV-004111,
BNK-004138,2023-03-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,146725.0,SEK,vendor_payment,INV-004112,
BNK-004139,2023-04-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,151712.0,SEK,vendor_payment,INV-004113,
BNK-004140,2023-05-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,150342.0,SEK,vendor_payment,INV-004114,
BNK-004141,2023-06-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,150895.0,SEK,vendor_payment,INV-004115,
BNK-004142,2023-07-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,146005.0,SEK,vendor_payment,INV-004116,
BNK-004143,2023-08-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,148033.0,SEK,vendor_payment,INV-004117,
BNK-004144,2023-09-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,151196.0,SEK,vendor_payment,INV-004118,
BNK-004145,2023-10-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,151971.0,SEK,vendor_payment,INV-004119,
BNK-004146,2023-11-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,147549.0,SEK,vendor_payment,INV-004120,
BNK-004147,2023-12-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,147175.0,SEK,vendor_payment,INV-004121,
BNK-004148,2024-01-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,152168.0,SEK,vendor_payment,INV-004122,
BNK-004149,2024-02-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,149938.0,SEK,vendor_payment,INV-004123,
BNK-004150,2024-03-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,147599.0,SEK,vendor_payment,INV-004124,
BNK-004151,2024-04-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,148129.0,SEK,vendor_payment,INV-004125,
BNK-004152,2024-05-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,147917.0,SEK,vendor_payment,INV-004126,
BNK-004153,2024-06-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,152623.0,SEK,vendor_payment,INV-004127,
BNK-004154,2024-07-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,151976.0,SEK,vendor_payment,INV-004128,
BNK-004155,2024-08-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,151380.0,SEK,vendor_payment,INV-004129,
BNK-004156,2024-09-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,152196.0,SEK,vendor_payment,INV-004130,
BNK-004157,2024-10-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,145799.0,SEK,vendor_payment,INV-004131,
BNK-004158,2024-11-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,150161.0,SEK,vendor_payment,INV-004132,
BNK-004159,2024-12-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,150692.0,SEK,vendor_payment,INV-004133,
BNK-004160,2025-01-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,151233.0,SEK,vendor_payment,INV-004134,
BNK-004161,2025-02-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,149571.0,SEK,vendor_payment,INV-004135,
BNK-004162,2025-03-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,147535.0,SEK,vendor_payment,INV-004136,
BNK-004163,2025-04-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,145366.0,SEK,vendor_payment,INV-004137,
BNK-004164,2025-05-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,146715.0,SEK,vendor_payment,INV-004138,
BNK-004165,2025-06-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,150711.0,SEK,vendor_payment,INV-004139,
BNK-004166,2025-07-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,145071.0,SEK,vendor_payment,INV-004140,
BNK-004167,2025-08-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,151865.0,SEK,vendor_payment,INV-004141,
BNK-004168,2025-09-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,146969.0,SEK,vendor_payment,INV-004142,
BNK-004169,2025-10-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,152649.0,SEK,vendor_payment,INV-004143,
BNK-004170,2025-11-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,146148.0,SEK,vendor_payment,INV-004144,
BNK-004171,2025-12-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Corvid Logistik OU,SE-vendor-acct,debit,145654.0,SEK,vendor_payment,INV-004145,
BNK-004172,2022-01-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,144593.75,SEK,vendor_payment,INV-004146,
BNK-004173,2022-02-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,144975.75,SEK,vendor_payment,INV-004147,
BNK-004174,2022-03-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,146235.75,SEK,vendor_payment,INV-004148,
BNK-004175,2022-04-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,148642.75,SEK,vendor_payment,INV-004149,
BNK-004176,2022-05-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,147169.75,SEK,vendor_payment,INV-004150,
BNK-004177,2022-06-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,142289.75,SEK,vendor_payment,INV-004151,
BNK-004178,2022-07-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,146824.75,SEK,vendor_payment,INV-004152,
BNK-004179,2022-08-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,142918.75,SEK,vendor_payment,INV-004153,
BNK-004180,2022-09-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,145372.75,SEK,vendor_payment,INV-004154,
BNK-004181,2022-10-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,141644.75,SEK,vendor_payment,INV-004155,
BNK-004182,2022-11-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,141674.75,SEK,vendor_payment,INV-004156,
BNK-004183,2022-12-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,148535.75,SEK,vendor_payment,INV-004157,
BNK-004184,2023-01-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,143410.75,SEK,vendor_payment,INV-004158,
BNK-004185,2023-02-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,141481.75,SEK,vendor_payment,INV-004159,
BNK-004186,2023-03-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,143758.75,SEK,vendor_payment,INV-004160,
BNK-004187,2023-04-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,142590.75,SEK,vendor_payment,INV-004161,
BNK-004188,2023-05-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,148670.75,SEK,vendor_payment,INV-004162,
BNK-004189,2023-06-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,147174.75,SEK,vendor_payment,INV-004163,
BNK-004190,2023-07-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,142811.75,SEK,vendor_payment,INV-004164,
BNK-004191,2023-08-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,143289.75,SEK,vendor_payment,INV-004165,
BNK-004192,2023-09-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,145000.75,SEK,vendor_payment,INV-004166,
BNK-004193,2023-10-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,148091.75,SEK,vendor_payment,INV-004167,
BNK-004194,2023-11-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,146156.75,SEK,vendor_payment,INV-004168,
BNK-004195,2023-12-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,145017.75,SEK,vendor_payment,INV-004169,
BNK-004196,2024-01-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,144903.75,SEK,vendor_payment,INV-004170,
BNK-004197,2024-02-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,147736.75,SEK,vendor_payment,INV-004171,
BNK-004198,2024-03-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,149140.75,SEK,vendor_payment,INV-004172,
BNK-004199,2024-04-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,148080.75,SEK,vendor_payment,INV-004173,
BNK-004200,2024-05-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,142105.75,SEK,vendor_payment,INV-004174,
BNK-004201,2024-06-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,145649.75,SEK,vendor_payment,INV-004175,
BNK-004202,2024-07-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,145005.75,SEK,vendor_payment,INV-004176,
BNK-004203,2024-08-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,141770.75,SEK,vendor_payment,INV-004177,
BNK-004204,2024-09-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,144404.75,SEK,vendor_payment,INV-004178,
BNK-004205,2024-10-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,147086.75,SEK,vendor_payment,INV-004179,
BNK-004206,2024-11-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,148947.75,SEK,vendor_payment,INV-004180,
BNK-004207,2024-12-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,148551.75,SEK,vendor_payment,INV-004181,
BNK-004208,2025-01-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,145943.75,SEK,vendor_payment,INV-004182,
BNK-004209,2025-02-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,145264.75,SEK,vendor_payment,INV-004183,
BNK-004210,2025-03-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,145810.75,SEK,vendor_payment,INV-004184,
BNK-004211,2025-04-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,149351.75,SEK,vendor_payment,INV-004185,
BNK-004212,2025-05-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,141488.75,SEK,vendor_payment,INV-004186,
BNK-004213,2025-06-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,147771.75,SEK,vendor_payment,INV-004187,
BNK-004214,2025-07-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,144952.75,SEK,vendor_payment,INV-004188,
BNK-004215,2025-08-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,142234.75,SEK,vendor_payment,INV-004189,
BNK-004216,2025-09-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,147631.75,SEK,vendor_payment,INV-004190,
BNK-004217,2025-10-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,146634.75,SEK,vendor_payment,INV-004191,
BNK-004218,2025-11-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,148253.75,SEK,vendor_payment,INV-004192,
BNK-004219,2025-12-01,VG-SE6,SE41 5000 0000 0006 0000 0006,Vast Teknik OU,SE-vendor-acct,debit,143163.75,SEK,vendor_payment,INV-004193,
BNK-004220,2022-01-15,VG-SE4,SE39 5000 0000 0004 0000 0004,Nord Teknik AB,SE-vendor-acct,debit,1700995,SEK,vendor_payment,INV-004194,
BNK-004221,2023-01-15,VG-SE4,SE39 5000 0000 0004 0000 0004,Nord Teknik AB,SE-vendor-acct,debit,1705682,SEK,vendor_payment,INV-004195,
BNK-004222,2024-01-15,VG-SE4,SE39 5000 0000 0004 0000 0004,Nord Teknik AB,SE-vendor-acct,debit,1703117,SEK,vendor_payment,INV-004196,
BNK-004223,2025-01-15,VG-SE4,SE39 5000 0000 0004 0000 0004,Nord Teknik AB,SE-vendor-acct,debit,1705584,SEK,vendor_payment,INV-004197,
BNK-004224,2022-01-01,VG-SE11,SE46 5000 0000 0011 0000 0011,SvenEntreprenad AB,SE-vendor-acct,debit,411189.0,SEK,vendor_payment,INV-004198,
BNK-004225,2022-04-01,VG-SE11,SE46 5000 0000 0011 0000 0011,SvenEntreprenad AB,SE-vendor-acct,debit,417718.0,SEK,vendor_payment,INV-004199,
BNK-004226,2022-07-01,VG-SE11,SE46 5000 0000 0011 0000 0011,SvenEntreprenad AB,SE-vendor-acct,debit,412666.0,SEK,vendor_payment,INV-004200,
BNK-004227,2022-10-01,VG-SE11,SE46 5000 0000 0011 0000 0011,SvenEntreprenad AB,SE-vendor-acct,debit,413014.0,SEK,vendor_payment,INV-004201,
BNK-004228,2023-01-01,VG-SE11,SE46 5000 0000 0011 0000 0011,SvenEntreprenad AB,SE-vendor-acct,debit,415621.0,SEK,vendor_payment,INV-004202,
BNK-004229,2023-04-01,VG-SE11,SE46 5000 0000 0011 0000 0011,SvenEntreprenad AB,SE-vendor-acct,debit,411997.0,SEK,vendor_payment,INV-004203,
BNK-004230,2023-07-01,VG-SE11,SE46 5000 0000 0011 0000 0011,SvenEntreprenad AB,SE-vendor-acct,debit,413401.0,SEK,vendor_payment,INV-004204,
BNK-004231,2023-10-01,VG-SE11,SE46 5000 0000 0011 0000 0011,SvenEntreprenad AB,SE-vendor-acct,debit,417388.0,SEK,vendor_payment,INV-004205,
BNK-004232,2024-01-01,VG-SE11,SE46 5000 0000 0011 0000 0011,SvenEntreprenad AB,SE-vendor-acct,debit,414001.0,SEK,vendor_payment,INV-004206,
BNK-004233,2024-04-01,VG-SE11,SE46 5000 0000 0011 0000 0011,SvenEntreprenad AB,SE-vendor-acct,debit,413838.0,SEK,vendor_payment,INV-004207,
BNK-004234,2024-07-01,VG-SE11,SE46 5000 0000 0011 0000 0011,SvenEntreprenad AB,SE-vendor-acct,debit,416002.0,SEK,vendor_payment,INV-004208,
BNK-004235,2024-10-01,VG-SE11,SE46 5000 0000 0011 0000 0011,SvenEntreprenad AB,SE-vendor-acct,debit,411891.0,SEK,vendor_payment,INV-004209,
BNK-004236,2025-01-01,VG-SE11,SE46 5000 0000 0011 0000 0011,SvenEntreprenad AB,SE-vendor-acct,debit,418443.0,SEK,vendor_payment,INV-004210,
BNK-004237,2025-04-01,VG-SE11,SE46 5000 0000 0011 0000 0011,SvenEntreprenad AB,SE-vendor-acct,debit,414435.0,SEK,vendor_payment,INV-004211,
BNK-004238,2025-07-01,VG-SE11,SE46 5000 0000 0011 0000 0011,SvenEntreprenad AB,SE-vendor-acct,debit,418082.0,SEK,vendor_payment,INV-004212,
BNK-004239,2025-10-01,VG-SE11,SE46 5000 0000 0011 0000 0011,SvenEntreprenad AB,SE-vendor-acct,debit,412326.0,SEK,vendor_payment,INV-004213,
BNK-004240,2022-01-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,136894.83,SEK,vendor_payment,INV-004214,
BNK-004241,2022-02-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,136387.83,SEK,vendor_payment,INV-004215,
BNK-004242,2022-03-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,135695.83,SEK,vendor_payment,INV-004216,
BNK-004243,2022-04-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,133870.83,SEK,vendor_payment,INV-004217,
BNK-004244,2022-05-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,135205.83,SEK,vendor_payment,INV-004218,
BNK-004245,2022-06-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,134325.83,SEK,vendor_payment,INV-004219,
BNK-004246,2022-07-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,134302.83,SEK,vendor_payment,INV-004220,
BNK-004247,2022-08-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,130061.83,SEK,vendor_payment,INV-004221,
BNK-004248,2022-09-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,129377.83,SEK,vendor_payment,INV-004222,
BNK-004249,2022-10-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,134645.83,SEK,vendor_payment,INV-004223,
BNK-004250,2022-11-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,133751.83,SEK,vendor_payment,INV-004224,
BNK-004251,2022-12-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,130450.83,SEK,vendor_payment,INV-004225,
BNK-004252,2023-01-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,136004.83,SEK,vendor_payment,INV-004226,
BNK-004253,2023-02-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,130565.83,SEK,vendor_payment,INV-004227,
BNK-004254,2023-03-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,130241.83,SEK,vendor_payment,INV-004228,
BNK-004255,2023-04-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,129529.83,SEK,vendor_payment,INV-004229,
BNK-004256,2023-05-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,131937.83,SEK,vendor_payment,INV-004230,
BNK-004257,2023-06-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,134466.83,SEK,vendor_payment,INV-004231,
BNK-004258,2023-07-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,131575.83,SEK,vendor_payment,INV-004232,
BNK-004259,2023-08-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,130206.83,SEK,vendor_payment,INV-004233,
BNK-004260,2023-09-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,133527.83,SEK,vendor_payment,INV-004234,
BNK-004261,2023-10-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,136970.83,SEK,vendor_payment,INV-004235,
BNK-004262,2023-11-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,137029.83,SEK,vendor_payment,INV-004236,
BNK-004263,2023-12-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,131198.83,SEK,vendor_payment,INV-004237,
BNK-004264,2024-01-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,130827.83,SEK,vendor_payment,INV-004238,
BNK-004265,2024-02-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,129904.83,SEK,vendor_payment,INV-004239,
BNK-004266,2024-03-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,136755.83,SEK,vendor_payment,INV-004240,
BNK-004267,2024-04-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,129701.83,SEK,vendor_payment,INV-004241,
BNK-004268,2024-05-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,136731.83,SEK,vendor_payment,INV-004242,
BNK-004269,2024-06-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,136417.83,SEK,vendor_payment,INV-004243,
BNK-004270,2024-07-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,136241.83,SEK,vendor_payment,INV-004244,
BNK-004271,2024-08-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,133965.83,SEK,vendor_payment,INV-004245,
BNK-004272,2024-09-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,132943.83,SEK,vendor_payment,INV-004246,
BNK-004273,2024-10-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,132872.83,SEK,vendor_payment,INV-004247,
BNK-004274,2024-11-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,136757.83,SEK,vendor_payment,INV-004248,
BNK-004275,2024-12-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,131722.83,SEK,vendor_payment,INV-004249,
BNK-004276,2025-01-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,134773.83,SEK,vendor_payment,INV-004250,
BNK-004277,2025-02-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,134112.83,SEK,vendor_payment,INV-004251,
BNK-004278,2025-03-01,VG-SE4,SE39 5000 0000 0004 0000 0004,Berg Teknik AB,SE-vendor-acct,debit,130549.83,SEK,vendor_payment,INV-004252,
